2021/06/21,マクドナルドやバドワイザーは五輪のスポンサーを降りた。多くのスポンサー企業が東京五輪に冷めている,ミスリード,https://navi.fij.info/factcheck_navi/infact20210621-1/
2021/06/14,米国上院は本日（6月12日）、『コロナはうそだ』と発表した,誤り,https://navi.fij.info/factcheck_navi/mainichi20210614-1/
2021/06/14,ファイザー社の公式サイトに不妊症を引き起こす可能性があると記されている,誤り,https://navi.fij.info/factcheck_navi/bfj20210614-1/
2021/06/14,医療用ガウンは100%中国に依存している,不正確,https://navi.fij.info/factcheck_navi/mainichi20210612-1/
2021/06/13,ワクチンが余った時の対応の指針を今(5月25日)ごろ出すことがおかしい。何ヶ月も前に出しておくべきもの,不正確,https://navi.fij.info/factcheck_navi/infact20210613-1/
2021/06/10,（ワクチン接種回数について、6月）8日は100万回を超えてきた,ミスリード,https://navi.fij.info/factcheck_navi/mainichi20210610-1/
2021/06/10,菅義偉首相が立憲民主党のコロナ政策を批判したことに対し、枝野幸男代表「党首討論に相応しくない」（動画）,誤り,https://navi.fij.info/factcheck_navi/bfj20210610-1/
2021/06/09,台湾で認可・承認されてるのはアストラゼネカ製のみ,誤り,https://navi.fij.info/factcheck_navi/infact20210607-1/
2021/06/04,川崎市役所は400人が朝鮮人,根拠不明,https://navi.fij.info/factcheck_navi/infact20210604-1/
2021/06/01,米ツイッター、コロナワクチンに関する批判投稿を削除決定,誤り,https://navi.fij.info/factcheck_navi/mainichi210531/
2021/05/28,（新型コロナワクチンの副反応について）5月12日時点で死亡39人　副作用（＝副反応）5560人　重篤者　664人　副作用についての保障（＝補償）は一切ない,不正確,https://navi.fij.info/factcheck_navi/mainichi20210528-1/
2021/05/13,（大阪の新規感染者）1260人のうち日本人は1人も確認されていない,ミスリード,https://navi.fij.info/factcheck_navi/infact20210513-2/
2021/05/13,福岡市に配分された4月分のワクチンの大多数が町内会長とか民生委員等に接種されている,不正確,https://navi.fij.info/factcheck_navi/infact20210513-1/
2021/05/11,トルコの都市部が20日間の全面ロックダウンに入って県をまたぐ移動も禁止されるので、ロックダウン開始前に国民が田舎に逃げています。まるでゾンビ映画です。,不正確,https://navi.fij.info/factcheck_navi/infact210510/
2021/05/05,伊是名夏子　お腹を空かせている子供がいるから、スーパーでパンを盗んで分け与えた。　社民党YouTubeより（画像）,誤り,https://navi.fij.info/factcheck_navi/infact20210505-1/
2021/05/03,（コロナワクチンに含まれるシンシチンは）胎盤に影響を及ぼしたり、免疫反応に影響を及ぼすことで妊娠のプロセスを乱す,誤り,https://navi.fij.info/factcheck_navi/bfj20210503-2/
2021/05/03,（コロナワクチンによってできるスパイクタンパク質に対する抗体は）無期限に不妊症を起こす危険性がある,誤り,https://navi.fij.info/factcheck_navi/bfj20210503-1/
2021/04/28,今の法律では、「同意をしていなくても　激しく抵抗できないほどの暴行・脅迫の証明が必要」であり、「眠っている又は意識なし」の人との性行為は犯罪にならない,誤り,https://navi.fij.info/factcheck_navi/infact20210428-1/
2021/04/23,（トリチウムの）ゆるキャラは電通に3億700万円で発注されていた,誤り,https://navi.fij.info/factcheck_navi/infact20210423-1/
2021/04/21,室井佑月の本音「自分から発生したデマなどが、どれだけ社会的に問題になろうが、知ったこっちゃない」,ミスリード,https://navi.fij.info/factcheck_navi/infact20210421-2/
2021/04/21,国連、処理水放出に「深い憂慮」,不正確,https://navi.fij.info/factcheck_navi/infact20210421-1/
2021/04/18,小泉進次郎環境相「生態系の破壊が進んでいる。生物多様性のために社会を再構築する必要がある。人類の数は半分でいい」,誤り,https://navi.fij.info/factcheck_navi/infact20210418-1/
2021/04/16,トランプ前大統領の純資産は在任4年でほぼ1/3に縮小したのは月給1ドルというほぼ無給で働いたから,不正確,https://navi.fij.info/factcheck_navi/mainichi20210416-1/
2021/04/14,（日本国旗を破ることなどを罰する規定がない理由について）法務省刑事局が「敗戦国だから」と説明している,誤り,https://navi.fij.info/factcheck_navi/mainichi210414-1/
2021/04/14,プーチン（ロシア大統領）がソチに持っている邸宅だそうだ（画像）,誤り,https://navi.fij.info/factcheck_navi/infact210414-1/
2021/04/13,ボウリングをする機械（動画）,ミスリード,https://navi.fij.info/factcheck_navi/infact20210413-1/
2021/04/13,松山英樹選手は日本人として初のメジャー大会制覇,誤り,https://navi.fij.info/factcheck_navi/mainichi20210413-1/
2021/04/11,コカ・コーラの聖火リレーのスタッフがマスク無しで手を振っている（画像）,ミスリード,https://navi.fij.info/factcheck_navi/infact210411-1/
2021/04/07,（オリンピックの採火式）巫女役は処女限定,不正確,https://navi.fij.info/factcheck_navi/bfj20210407-3/
2021/04/07,（オリンピックの採火式）メディア向けに公開されている式典はあくまでリハーサル,不正確,https://navi.fij.info/factcheck_navi/bfj20210407-2/
2021/04/07,（オリンピックの聖火リレー）採火式は男子禁制,誤り,https://navi.fij.info/factcheck_navi/bfj20210407-1/
2021/04/07,カリフォルニアでは（バイデン政権になって）法律が変わり11歳から大人との性的関係をもってよいことになった,誤り,https://navi.fij.info/factcheck_navi/infact20210407-1/
2021/04/06,民主党による事業仕分けで「日本ウイルス学会」「日本細菌学会」「日本寄生虫学会」「感染症学会」の4学会廃止した,誤り,https://navi.fij.info/factcheck_navi/mainichi20210406-1/
2021/04/01,ワクチンの中のナノテクノロジーロボット（画像）,誤り,https://navi.fij.info/factcheck_navi/infact210401-1/
2021/03/30,聖火リレー撮影動画、一般人はSNSへのアップ禁止,ミスリード,https://navi.fij.info/factcheck_navi/bfj20210330-1/
2021/03/28,（新型コロナのワクチン接種で）日本初の死亡者,根拠不明,https://navi.fij.info/factcheck_navi/factcheck_navi-17114/
2021/03/26,カナダが今年の東京五輪への不参加を表明した,ミスリード,https://navi.fij.info/factcheck_navi/bfj210326/
2021/03/26,親が逮捕された後、ウイグル人の児童も閉じ込められる。そして、書物も捨てられた。モンゴル語の本も同じく捨てられた。ジェノサイドの実態（画像）,誤り,https://navi.fij.info/factcheck_navi/infact20210326-1/
2021/03/25,アメリカ疾病予防管理センター（CDC）もコロナウィルスは存在しないと認めた,虚偽,https://navi.fij.info/factcheck_navi/bfj20210325-1/
2021/03/23,日本の高校生320万人全員にワクチンを打ったら確率的には50人が死亡するか、それに相当する副作用に見舞われる,誤り,https://navi.fij.info/factcheck_navi/bfj20210323-1/
2021/03/23,LINEのサービス開始は2011年6月23日なのに東日本大震災に役立ったというデマ、 いまさっきNHKで言っていた,誤り,https://navi.fij.info/factcheck_navi/infact20210323/
2021/03/23,アナフィラキシー発作時の対応薬エピネフリンは全国在庫がなく、代わりにアドレナリンが用意されています,誤り,https://navi.fij.info/factcheck_navi/bfj20210323-02/
2021/03/19,バイデン大統領　記者会見する姿は「合成」,誤り,https://navi.fij.info/factcheck_navi/bfj20210319/
2021/03/17,ウーバーイーツ配達員　寿司の配達中にいなり寿司１個を無断で取り出して食べ逮捕（画像）,虚偽,https://navi.fij.info/factcheck_navi/bfj20210317-1/
2021/02/02,ファイザー製コロナワクチンを打った人にエボラの症状。全身から血が吹き出して死亡,虚偽,https://navi.fij.info/factcheck_navi/bfj20210202-1/
2021/01/31,大江健三郎さんがタクシーの中から笑顔で「電気はいらない！」と書かれたプラカードを掲げる（画像）,虚偽,https://navi.fij.info/factcheck_navi/mainichi210131/
2021/01/29,生活保護を申請するためには、現金や食料がまったく無いことは当然として、不動産や株などはもちろん車やバイクの保有もダメ、金目の物はすべて売り払ってスッカラカンになった上、支援してくれる血縁者などが1人もいないことを証明しなくてはならない,不正確,https://navi.fij.info/factcheck_navi/bfj210129/
2021/01/27,（入院を拒否した患者に懲役刑を科す感染症法改正案についての質問に対し）全国知事会からも、罰則の創設を求める緊急提言を頂いている,ミスリード,https://navi.fij.info/factcheck_navi/infact210127/
2021/01/26,自民党議員が無症状で入院しているのに野党議員は入院できない,不正確,https://navi.fij.info/factcheck_navi/mainichi210126/
2021/01/25,（新型コロナ）ワクチンは感染予防にはつながらず、あくまで重症化予防のために打つためのもの,誤り,https://navi.fij.info/factcheck_navi/bfj210125/
2021/01/22,（大江戸線の集団感染）洗面所の蛇口が原因か,ミスリード,https://navi.fij.info/factcheck_navi/bfj210122/
2021/01/21,トランプがバイデンに残した手紙。ジョー、俺が勝ったの知ってるだろ？,根拠不明,https://navi.fij.info/factcheck_navi/bfj210121/
2021/01/19,鼻出しマスクの受験生　従いたくないと言って尾崎豊の曲を流す,根拠不明,https://navi.fij.info/factcheck_navi/bfj210119/
2021/01/13,（米国下院議長）ペロシ逮捕で軍事法廷へ,誤り,https://navi.fij.info/factcheck_navi/tfc210113/
2021/01/12,（トランプ氏の大統領令で）トランプが勝った、バイデンの逮捕もありうる,誤り,https://navi.fij.info/factcheck_navi/bfj210112/
2021/01/08,議事堂に押し寄せた人々の中にアンティファのメンバーがおり、顔認証システムが特定した,誤り,https://navi.fij.info/factcheck_navi/bfj210108/
2021/01/07,米連邦議会の議事堂に押し寄せた人々は、トランプ支持者ではなくアンティファ,根拠不明,https://navi.fij.info/factcheck_navi/bfj210107/
2020/12/23,（イギリスからの入国者は）日本人でイギリスに住んでいる方とか、1日1人か2人,誤り,https://navi.fij.info/factcheck_navi/infact201223/
2020/12/18,（旭川市内の病院では）中国人の新型コロナ患者を40人ずつ受け入れている,誤り,https://navi.fij.info/factcheck_navi/bfj201218/
2020/12/15,ニキビができる位置で体の不調がわかるとうたう「ニキビ図」,誤り,https://navi.fij.info/factcheck_navi/bfj201215/
2020/12/13,Go Toトラベル利用者の方が新型コロナウイルス感染症を示唆する症状をより多く経験,不正確,https://navi.fij.info/factcheck_navi/sfss201212/
2020/12/11,（ジョージア州選挙集計で）監督者が係員に部屋から出るよう指示後、その場に残った4人が突然、票が詰まった複数のスーツケースを机の下から引っ張り出し集計を始めた,ミスリード,https://navi.fij.info/factcheck_navi/infact201212/
2020/12/10,牡蠣（かき）を食べるときは殻に口をつけずに食べた方があたりにくい、細菌の多くは牡蠣の“殻”にいる,ミスリード,https://navi.fij.info/factcheck_navi/mainichi201210/
2020/12/10,（牡蠣は）お箸などで貝柱を外してからパクッと食べた方があたりにくい,不正確,https://navi.fij.info/factcheck_navi/bfj201209/
2020/12/09,新型コロナ感染者、ほとんどが外国人だった（グラフ）,誤り,https://navi.fij.info/factcheck_navi/bfj201208/
2020/12/05,（日本学術会議が設立された）1949年から会員、連携会員の推薦がなければ会員になれない,不正確,https://navi.fij.info/factcheck_navi/mainichi201205/
2020/12/04,CNNがトランプ大統領の再選の可能性を放送,不正確,https://navi.fij.info/factcheck_navi/mainichi201204/
2020/12/04,コロナ感染者の多くが中国人だったと誤認させるような表データの画像,ミスリード,https://navi.fij.info/factcheck_navi/bfj201204/
2020/12/02,バラク・オバマ元米大統領が11月28日にスパイ容疑で逮捕された,虚偽,https://navi.fij.info/factcheck_navi/bfj201202-2/
2020/12/02,CNNがトランプ大統領再選の可能性を放送,ミスリード,https://navi.fij.info/factcheck_navi/bfj201202-1/
2020/11/19,バイデン氏の政権移行チームの一員が社⻑をしている企業が投票装置メーカーのドミニオン社にソフトウエアを提供していた,誤り,https://navi.fij.info/factcheck_navi/mainichi201119/
2020/11/19,ペンシルベニア州で既に死亡している2万1000人の名前で郵便投票か、米公益法律事務所が連邦裁判所に提訴,ミスリード,https://navi.fij.info/factcheck_navi/infact201119/
2020/11/18,アメリカ大統領選挙の投票率、ネバダ州など複数の激戦州で投票率が100％を超えた,誤り,https://navi.fij.info/factcheck_navi/infact201118/
2020/11/17,日本では絶対に報道されない、トランプ支持集会。100万人近い参加者数と推測される（動画）,根拠不明,https://navi.fij.info/factcheck_navi/bfj201117-1/
2020/11/17,日本のマスコミが「1万人」と報じたトランプ派のデモ（画像）,誤り,https://navi.fij.info/factcheck_navi/bfj201117-2/
2020/11/17,選挙不正の証拠が保存されたスペイン企業のサーバーが、ドイツ・フランクフルトで米軍に押収された,誤り,https://navi.fij.info/factcheck_navi/mainichi201116/
2020/11/11,米国の主要政治サイト『リアル・クリア・ポリティクス（RCP）』が激戦州ペンシルベニアでバイデン氏の当選確実を取り下げた,誤り,https://navi.fij.info/factcheck_navi/mainichi201111/
2020/11/06,大量のトランプの票がトラックで運ばれ山に埋められた（動画）,誤り,https://navi.fij.info/factcheck_navi/mainichi201106/
2020/11/06,デトロイトでは1823年生まれで197歳の老人までバイデン氏に投票,誤り,https://navi.fij.info/factcheck_navi/bfj201106/
2020/11/06,トランプの票を大量に廃棄、埋めた（道路に投票用紙が捨てられているように見える画像）,誤り,https://navi.fij.info/factcheck_navi/bfj201109/
2020/11/05,バイデン氏が「アメリカ政治史上、最大規模の不正投票組織を用意した」と発言した（動画）,ミスリード,https://navi.fij.info/factcheck_navi/bfj201105-3/
2020/11/05,郵便投票で機械的に製造されたバイデン票が発見された（動画）,誤り,https://navi.fij.info/factcheck_navi/bfj201105-2/
2020/11/05,ウィスコンシン州でバイデン氏の得票数が短時間で増え、投票率が200％を超える計算になり、怪しいので州兵が集計作業に参加,誤り,https://navi.fij.info/factcheck_navi/bfj201105/
2020/10/30,（北海道の）中国人技能実習生は一万人以上で、占冠村の人口の３割以上が中国人,不正確,https://navi.fij.info/factcheck_navi/infact201029-2/
2020/10/29,大阪都構想のコストは総額1340億円,不正確,https://navi.fij.info/factcheck_navi/sankei201029/
2020/10/29,大阪市4分割ならコスト218億円増　都構想実現で特別区の収支悪化も　市試算,根拠不明,https://navi.fij.info/factcheck_navi/infact201029/
2020/10/28,（大阪都構想により）特別区になると、災害対策本部は新特別区４箇所にしか置かれず、迅速で細やかな対応ができなくなる,根拠不明,https://navi.fij.info/factcheck_navi/sankei201028/
2020/10/28,GoToトラベル事務局　大手出向社員に日当4万円,ミスリード,https://navi.fij.info/factcheck_navi/bfj201026-2/
2020/10/23,（トランプ大統領の所得税が少なかった理由は）退役軍人の支援の為、2016年には財団から18万ドル、個人で542万ドル、合計で560万ドルを寄付したから,根拠不明,https://navi.fij.info/factcheck_navi/infact201023/
2020/10/22,GoTo事務局で日当7万円,ミスリード,https://navi.fij.info/factcheck_navi/201022sankei/
2020/10/22,大阪市を廃止すると、隣接する市は住民投票無しで特別区に移行可能,ミスリード,https://navi.fij.info/factcheck_navi/sankei201022/
2020/10/20,現在の日本の新型コロナウイルスは 1/10000000の死亡率,誤り,https://navi.fij.info/factcheck_navi/bfj201020/
2020/10/17,（日本学術会議が2015年に中国科学技術協会と交わした）覚書どおりに中国科学技術協会と大阪大学、東京大学、東京工業大学、名古屋大学が共同ユニットを度々開催している,誤り,https://navi.fij.info/factcheck_navi/mainichi201017/
2020/10/16,防衛大の卒業生が大学院に行きたくとも、東大をはじめ各大学は『防衛大から来た、防衛省の人間など入れない』と断っていた,誤り,https://navi.fij.info/factcheck_navi/mainichi201016/
2020/10/16,都構想が実現すると「ムダ」の名のもとに、図書館はじめ、クレオ大阪とかいろんな施設が廃止される,誤り,https://navi.fij.info/factcheck_navi/sankei201016/
2020/10/16,防衛大の卒業生が大学院に行きたくとも東大を始め各大学は断っていた,誤り,https://navi.fij.info/factcheck_navi/infact201015/
2020/10/14,日本学術会議がレジ袋有料化を提唱した,不正確,https://navi.fij.info/factcheck_navi/mainichi201014/
2020/10/14,日本学術会議がレジ袋有料化を提言した,誤り,https://navi.fij.info/factcheck_navi/bfj20201013-2/
2020/10/14,日本学術会議の幹部が北海道大学総長室に押しかけ研究を辞退させた,誤り,https://navi.fij.info/factcheck_navi/bfj20201013/
2020/10/12,アメリカとイギリス、両国の学者団体には税金は投入されていない,誤り,https://navi.fij.info/factcheck_navi/bfj201012/
2020/10/10,（日本学術会議の会員任命見送りとなった）6人を学術評価ツール『スコーパス』で調べたら全員低評価で、国際的にはとても学者とは言えない,誤り,https://navi.fij.info/factcheck_navi/mainichi201010/
2020/10/09,（日本学術会議から）政府に対する答申は2007年以降出されていない … 活動が見えていない,ミスリード,https://navi.fij.info/factcheck_navi/bfj201009-2/
2020/10/09,防災科研の研究者が「強い竜巻だと毎秒100m近い風が吹くがこれは僕が飛ぶくらいの強さ」と語る（画像）,虚偽,https://navi.fij.info/factcheck_navi/infact201009/
2020/10/09,日本学術会議は防衛研究は認めないが、中国の軍事研究には参加している,根拠不明,https://navi.fij.info/factcheck_navi/bfj201009/
2020/10/08,（学術団体は）欧米は全部民間。日本だけが税金でやっている,誤り,https://navi.fij.info/factcheck_navi/mainichi201007-2/
2020/10/07,ニューヨーク・タイムズ紙が「PCR検査陽性の9割は誤診だった」と報道した,誤り,https://navi.fij.info/factcheck_navi/infact201007/
2020/10/07,日本学術会議OBは日本学士院会員になり、死ぬまで 250万円の年金をもらえる,誤り,https://navi.fij.info/factcheck_navi/mainichi201007/
2020/10/06,学術会議で6年働くと、日本学士院で年金250万円を死ぬまでもらえる,誤り,https://navi.fij.info/factcheck_navi/bfj201006/
2020/10/02,公務員の給与は増額されたが、生活保護世帯の給付金は明日から減額される。同じデータを参考にしているのに一方は「増額」で一方は「減額」,不正確,https://navi.fij.info/factcheck_navi/bfj201002-2/
2020/10/02,橋本聖子大臣は「女性はいくらでも嘘をつける」との（杉田水脈議員の）発言を批判していない,誤り,https://navi.fij.info/factcheck_navi/bfj201002/
2020/09/30,民主党政権下でも内閣と合同の（元総理の）葬儀が行われていた。,誤り,https://navi.fij.info/factcheck_navi/bfj200929/
2020/09/28,韓国に日本が捨てた税金一覧（画像）,誤り,https://navi.fij.info/factcheck_navi/bfj200928/
2020/09/25,（愛知県知事リコール運動）署名受任者の住所氏名が県の公報で公開される。署名した人の名前や住所も、提出されたら縦覧できる,ミスリード,https://navi.fij.info/factcheck_navi/mainichi200925/
2020/09/24,Go Toトラベルを利用し、コロナにかかった人は7人,ミスリード,https://navi.fij.info/factcheck_navi/mainichi200924/
2020/09/24,（2020年8月の自殺者について）総数は246人だけど、男性60人、女性186人。女性に何があったのか、男性の3倍の人が命を断っている,不正確,https://navi.fij.info/factcheck_navi/infact200924/
2020/09/21,福岡市が中国公務員800人受入れ発表,ミスリード,https://navi.fij.info/factcheck_navi/infact200921/
2020/09/13,出産費用は国から42万円出るから、セレブ用個人産院でなければ、今でも出産費用はゼロに近い,不正確,https://navi.fij.info/factcheck_navi/mainichi200913/
2020/09/12,アベノミクスが始まって、明らかに生活保護世帯は減った,不正確,https://navi.fij.info/factcheck_navi/mainichi200912/
2020/09/12,（愛知県の大村知事リコール運動で）署名の受任者を引き受けた方の住所氏名は県の公報で公開されている。署名した人の名前や住所も提出されたら縦覧できる,ほぼ正確,https://navi.fij.info/factcheck_navi/infact200912/
2020/09/10,生活保護の最低額は月額29万円,不正確,https://navi.fij.info/factcheck_navi/mainichi200910/
2020/09/09,（大阪で重症者数が多い理由を問われ）大阪は死者を減らすため、できるだけ早めに気管切開をして人工呼吸器をつけている,根拠不明,https://navi.fij.info/factcheck_navi/infact200909/
2020/09/08,習近平氏の娘がハーバードの卒業式で歌う,誤り,https://navi.fij.info/factcheck_navi/tfc200907/
2020/09/06,中国の戦闘機が台湾の対空システムで撃墜、パイロットは無事,虚偽,https://navi.fij.info/factcheck_navi/infact200906/
2020/09/05,黒人が警察官に射殺される割合は40万人に1人ぐらいだが、警察官は1万人に1人の割合で黒人に射殺されている,根拠不明,https://navi.fij.info/factcheck_navi/mainichi200905/
2020/09/04,国交省､北海道に中国人500万人移住計画を発表,誤り,https://navi.fij.info/factcheck_navi/infact200904/
